FBgn0000003	14
FBgn0000008	1566
FBgn0000014	1272
FBgn0000015	1546
FBgn0000017	4640
FBgn0000018	822
FBgn0000022	0
FBgn0000024	7518
FBgn0000028	669
FBgn0000032	1813
FBgn0000036	1390
FBgn0000037	1266
FBgn0000038	4821
FBgn0000039	587
FBgn0000042	65445
FBgn0000043	15403
FBgn0000044	58462
FBgn0000045	157702
FBgn0000046	39188
FBgn0000047	44710
FBgn0000052	8433
FBgn0000053	6941
FBgn0000055	922
FBgn0000056	0
FBgn0000057	4437
FBgn0000061	42
FBgn0000063	545
FBgn0000064	303787
FBgn0000071	19
FBgn0000075	367
FBgn0000077	639
FBgn0000078	20910
FBgn0000079	86991
FBgn0000083	17967
FBgn0000084	4489
FBgn0000092	70
FBgn0000094	14312
FBgn0000097	3368
FBgn0000100	61059
FBgn0000108	13097
FBgn0000109	1009
FBgn0000114	34711
FBgn0000115	1867
FBgn0000116	233589
FBgn0000117	13617
FBgn0000119	2632
FBgn0000120	50522
FBgn0000121	49470
FBgn0000137	2
FBgn0000139	2431
FBgn0000140	2663
FBgn0000146	496
FBgn0000147	1612
FBgn0000150	22527
FBgn0000152	420
FBgn0000153	9388
FBgn0000157	938
FBgn0000158	79
FBgn0000163	5293
FBgn0000166	43
FBgn0000173	7449
FBgn0000179	523
FBgn0000180	332
FBgn0000181	29238
FBgn0000182	59
FBgn0000183	6695
FBgn0000206	2563
FBgn0000212	3923
FBgn0000216	1
FBgn0000221	476
FBgn0000227	1
FBgn0000228	3422
FBgn0000229	3038
FBgn0000233	134
FBgn0000239	7113
FBgn0000241	720
FBgn0000244	9147
FBgn0000246	333
FBgn0000247	5238
FBgn0000250	9771
FBgn0000251	3454
FBgn0000253	60738
FBgn0000256	21211
FBgn0000257	1560
FBgn0000259	6190
FBgn0000261	70931
FBgn0000273	14726
FBgn0000274	3404
FBgn0000276	2221
FBgn0000277	247
FBgn0000278	3
FBgn0000279	53
FBgn0000280	0
FBgn0000281	0
FBgn0000283	4323
FBgn0000286	5801
FBgn0000287	2343
FBgn0000289	7509
FBgn0000299	29096
FBgn0000303	1269
FBgn0000307	3442
FBgn0000308	19798
FBgn0000316	1798
FBgn0000317	3779
FBgn0000318	4745
FBgn0000319	27785
FBgn0000320	1469
FBgn0000326	1764
FBgn0000330	1305
FBgn0000337	4
FBgn0000339	2671
FBgn0000346	8007
FBgn0000351	79
FBgn0000352	1343
FBgn0000355	213
FBgn0000356	0
FBgn0000357	69
FBgn0000358	0
FBgn0000359	0
FBgn0000360	3
FBgn0000370	15492
FBgn0000376	1107
FBgn0000377	1402
FBgn0000382	10600
FBgn0000384	1410
FBgn0000392	0
FBgn0000394	1084
FBgn0000395	1748
FBgn0000404	2313
FBgn0000405	3696
FBgn0000406	53630
FBgn0000411	766
FBgn0000412	7314
FBgn0000414	6232
FBgn0000416	82021
FBgn0000422	6149
FBgn0000426	431
FBgn0000427	76
FBgn0000439	368
FBgn0000442	28
FBgn0000447	7286
FBgn0000448	271
FBgn0000449	8
FBgn0000451	571
FBgn0000454	12002
FBgn0000455	3964
FBgn0000459	607
FBgn0000463	847
FBgn0000464	283
FBgn0000473	13563
FBgn0000477	3981
FBgn0000479	13128
FBgn0000482	1298
FBgn0000489	12802
FBgn0000490	1489
FBgn0000492	1157
FBgn0000499	4324
FBgn0000500	361
FBgn0000504	9543
FBgn0000520	696
FBgn0000524	1020
FBgn0000527	3476
FBgn0000529	78
FBgn0000533	802
FBgn0000535	1855
FBgn0000536	14459
FBgn0000541	12601
FBgn0000542	804
FBgn0000543	1971
FBgn0000546	2295
FBgn0000547	4644
FBgn0000551	28
FBgn0000552	3
FBgn0000557	22506
FBgn0000559	221454
FBgn0000560	275
FBgn0000562	6977
FBgn0000564	17
FBgn0000565	4302
FBgn0000566	2709
FBgn0000567	2207
FBgn0000568	7519
FBgn0000575	6004
FBgn0000576	210
FBgn0000577	513
FBgn0000578	1928
FBgn0000579	152792
FBgn0000581	7476
FBgn0000588	410
FBgn0000591	0
FBgn0000592	100211
FBgn0000594	0
FBgn0000606	42
FBgn0000611	7465
FBgn0000615	57973
FBgn0000617	652
FBgn0000618	294
FBgn0000625	375
FBgn0000629	1842
FBgn0000633	1479
FBgn0000635	6941
FBgn0000636	3763
FBgn0000639	49
FBgn0000640	58
FBgn0000644	22
FBgn0000658	306
FBgn0000659	2456
FBgn0000662	3800
FBgn0000667	49709
FBgn0000709	2442
FBgn0000711	6378
FBgn0000715	484
FBgn0000719	1868
FBgn0000721	15116
FBgn0000723	6231
FBgn0000808	32
FBgn0000810	1251
FBgn0000826	68
FBgn0000927	69
FBgn0000928	217
FBgn0000964	192
FBgn0000996	618
FBgn0001075	938
FBgn0001077	106
FBgn0001078	3155
FBgn0001079	549
FBgn0001083	1030
FBgn0001084	233
FBgn0001085	577
FBgn0001086	1172
FBgn0001087	3402
FBgn0001089	1332
FBgn0001090	10116
FBgn0001091	236274
FBgn0001092	68326
FBgn0001098	30870
FBgn0001099	71
FBgn0001104	3097
FBgn0001105	15619
FBgn0001108	7099
FBgn0001112	10910
FBgn0001114	17083
FBgn0001120	5
FBgn0001122	6855
FBgn0001123	3971
FBgn0001124	28148
FBgn0001125	29030
FBgn0001128	93606
FBgn0001133	1448
FBgn0001134	427
FBgn0001137	1007
FBgn0001138	276
FBgn0001139	5898
FBgn0001142	8407
FBgn0001145	52567
FBgn0001147	529
FBgn0001148	132
FBgn0001149	32359
FBgn0001150	123
FBgn0001168	3981
FBgn0001169	2106
FBgn0001170	49
FBgn0001174	47
FBgn0001179	1191
FBgn0001180	489
FBgn0001185	1003
FBgn0001186	30514
FBgn0001187	16572
FBgn0001189	3237
FBgn0001197	3602
FBgn0001202	2843
FBgn0001206	672
FBgn0001208	16421
FBgn0001215	19366
FBgn0001216	17524
FBgn0001217	19303
FBgn0001218	39963
FBgn0001220	30783
FBgn0001222	3693
FBgn0001223	0
FBgn0001224	2560
FBgn0001225	7879
FBgn0001226	4509
FBgn0001227	36
FBgn0001228	179
FBgn0001229	157
FBgn0001230	3621
FBgn0001233	51359
FBgn0001234	12111
FBgn0001235	6779
FBgn0001247	6834
FBgn0001248	66230
FBgn0001250	10345
FBgn0001253	99
FBgn0001254	1
FBgn0001255	110
FBgn0001256	7
FBgn0001257	8408
FBgn0001258	3274
FBgn0001259	276
FBgn0001263	5595
FBgn0001269	631
FBgn0001276	291
FBgn0001280	3527
FBgn0001281	4073
FBgn0001285	1219
FBgn0001291	3169
FBgn0001296	3171
FBgn0001297	25040
FBgn0001301	5110
FBgn0001308	9344
FBgn0001311	650
FBgn0001313	1189
FBgn0001316	9733
FBgn0001319	320
FBgn0001320	838
FBgn0001321	77
FBgn0001323	760
FBgn0001324	4353
FBgn0001325	99
FBgn0001330	508
FBgn0001341	849
FBgn0001404	8024
FBgn0001491	1468
FBgn0001565	3853
FBgn0001612	847
FBgn0001624	14732
FBgn0001941	5343
FBgn0001942	93326
FBgn0001961	7203
FBgn0001965	3246
FBgn0001967	0
FBgn0001970	1
FBgn0001977	1930
FBgn0001978	7233
FBgn0001981	462
FBgn0001983	2
FBgn0001986	2111
FBgn0001987	2759
FBgn0001989	13076
FBgn0001990	735
FBgn0001991	10254
FBgn0001992	317
FBgn0001994	3795
FBgn0001995	1627
FBgn0002021	2553
FBgn0002022	4476
FBgn0002023	1063
FBgn0002031	8424
FBgn0002036	8405
FBgn0002044	6087
FBgn0002069	909
FBgn0002121	6238
FBgn0002174	9468
FBgn0002183	3201
FBgn0002283	1410
FBgn0002284	7194
FBgn0002306	3046
FBgn0002354	768
FBgn0002413	6755
FBgn0002431	13199
FBgn0002440	6
FBgn0002441	3851
FBgn0002466	812
FBgn0002521	3806
FBgn0002522	194
FBgn0002524	3034
FBgn0002525	4732
FBgn0002526	4846
FBgn0002531	19
FBgn0002533	4
FBgn0002534	5
FBgn0002535	1
FBgn0002542	1721
FBgn0002543	706
FBgn0002552	1394
FBgn0002561	0
FBgn0002562	33
FBgn0002563	4715
FBgn0002564	307
FBgn0002565	807
FBgn0002566	5659
FBgn0002567	8710
FBgn0002569	7248
FBgn0002570	77370
FBgn0002571	8929
FBgn0002573	151
FBgn0002576	219
FBgn0002577	251
FBgn0002578	776
FBgn0002579	34420
FBgn0002590	42722
FBgn0002592	64
FBgn0002593	48843
FBgn0002609	119
FBgn0002622	43224
FBgn0002626	31057
FBgn0002629	5
FBgn0002631	0
FBgn0002632	2
FBgn0002633	10
FBgn0002638	3398
FBgn0002641	1170
FBgn0002643	4196
FBgn0002645	8785
FBgn0002673	3285
FBgn0002707	356
FBgn0002709	16
FBgn0002715	2561
FBgn0002716	104
FBgn0002719	72874
FBgn0002723	1942
FBgn0002732	16
FBgn0002733	210
FBgn0002734	4
FBgn0002735	1
FBgn0002736	1073
FBgn0002772	94222
FBgn0002773	255927
FBgn0002774	4012
FBgn0002775	1234
FBgn0002778	3181
FBgn0002780	5754
FBgn0002781	4051
FBgn0002783	3593
FBgn0002787	7916
FBgn0002789	21673
FBgn0002791	2038
FBgn0002838	318
FBgn0002842	629
FBgn0002855	34465
FBgn0002856	6204
FBgn0002862	22256
FBgn0002863	0
FBgn0002865	41780
FBgn0002868	65410
FBgn0002869	199
FBgn0002872	887
FBgn0002873	6356
FBgn0002878	695
FBgn0002887	1520
FBgn0002891	937
FBgn0002899	210
FBgn0002901	916
FBgn0002905	811
FBgn0002906	2515
FBgn0002909	0
FBgn0002914	6024
FBgn0002917	2255
FBgn0002921	145011
FBgn0002922	203
FBgn0002924	964
FBgn0002926	44
FBgn0002930	9559
FBgn0002931	1001
FBgn0002932	479
FBgn0002933	0
FBgn0002936	0
FBgn0002937	2655
FBgn0002938	37287
FBgn0002939	9474
FBgn0002940	198850
FBgn0002941	191
FBgn0002945	1316
FBgn0002948	248
FBgn0002962	66
FBgn0002973	7083
FBgn0002985	1056
FBgn0002989	419
FBgn0003002	131
FBgn0003008	771
FBgn0003009	1347
FBgn0003011	433
FBgn0003015	0
FBgn0003016	4399
FBgn0003023	94
FBgn0003028	953
FBgn0003034	9847
FBgn0003041	2510
FBgn0003042	563
FBgn0003044	2034
FBgn0003046	41
FBgn0003048	3566
FBgn0003053	3986
FBgn0003057	1
FBgn0003060	31
FBgn0003062	1827
FBgn0003065	12
FBgn0003067	0
FBgn0003068	1211
FBgn0003071	61307
FBgn0003074	61056
FBgn0003076	45081
FBgn0003079	1465
FBgn0003082	173
FBgn0003086	0
FBgn0003087	856
FBgn0003089	48
FBgn0003090	875
FBgn0003091	3438
FBgn0003093	8142
FBgn0003114	13
FBgn0003116	1919
FBgn0003117	244
FBgn0003118	1394
FBgn0003124	5070
FBgn0003129	482
FBgn0003130	22
FBgn0003132	4633
FBgn0003134	10858
FBgn0003137	20863
FBgn0003139	1751
FBgn0003140	1337
FBgn0003141	2085
FBgn0003145	1260
FBgn0003149	107077
FBgn0003159	11311
FBgn0003162	5695
FBgn0003165	6184
FBgn0003169	4117
FBgn0003174	229
FBgn0003175	6077
FBgn0003187	9082
FBgn0003189	2736
FBgn0003204	4875
FBgn0003205	4297
FBgn0003206	4405
FBgn0003209	6090
FBgn0003210	4500
FBgn0003218	12052
FBgn0003227	68
FBgn0003231	26281
FBgn0003248	1677
FBgn0003249	4722
FBgn0003250	8716
FBgn0003254	1384
FBgn0003255	158
FBgn0003256	2748
FBgn0003257	534
FBgn0003261	34769
FBgn0003267	35
FBgn0003268	760
FBgn0003270	4
FBgn0003274	40020
FBgn0003275	1978
FBgn0003277	4018
FBgn0003278	645
FBgn0003279	61630
FBgn0003285	342
FBgn0003292	258
FBgn0003295	82
FBgn0003300	153
FBgn0003301	6245
FBgn0003302	2367
FBgn0003308	4985
FBgn0003310	2953
FBgn0003312	93
FBgn0003313	0
FBgn0003317	2527
FBgn0003319	74
FBgn0003321	6192
FBgn0003326	206
FBgn0003330	692
FBgn0003334	3892
FBgn0003339	679
FBgn0003345	4972
FBgn0003346	2655
FBgn0003353	856
FBgn0003356	28384
FBgn0003357	39540
FBgn0003358	18660
FBgn0003360	375037
FBgn0003366	7613
FBgn0003371	22615
FBgn0003372	18
FBgn0003373	0
FBgn0003374	3
FBgn0003375	0
FBgn0003377	0
FBgn0003378	5
FBgn0003380	8919
FBgn0003382	51
FBgn0003386	2633
FBgn0003388	522
FBgn0003390	2055
FBgn0003391	4378
FBgn0003392	19380
FBgn0003396	5874
FBgn0003401	114
FBgn0003410	5599
FBgn0003411	68
FBgn0003415	6120
FBgn0003416	1393
FBgn0003423	19103
FBgn0003429	11249
FBgn0003430	175
FBgn0003435	45102
FBgn0003444	707
FBgn0003447	2357
FBgn0003448	0
FBgn0003449	1593
FBgn0003450	92
FBgn0003459	1144
FBgn0003460	993
FBgn0003462	36714
FBgn0003463	6188
FBgn0003464	4201
FBgn0003475	13955
FBgn0003479	634
FBgn0003480	100
FBgn0003482	25
FBgn0003483	628
FBgn0003486	2
FBgn0003495	1289
FBgn0003499	1094
FBgn0003502	3689
FBgn0003507	4276
FBgn0003510	0
FBgn0003511	0
FBgn0003512	1362
FBgn0003513	422
FBgn0003514	6339
FBgn0003515	2074
FBgn0003517	50339
FBgn0003520	6905
FBgn0003525	143
FBgn0003527	833
FBgn0003545	1984
FBgn0003557	7762
FBgn0003559	1829
FBgn0003567	3387
FBgn0003575	3832
FBgn0003598	1831
FBgn0003607	3569
FBgn0003612	4521
FBgn0003638	14583
FBgn0003651	4375
FBgn0003654	2004
FBgn0003655	29
FBgn0003656	17592
FBgn0003660	8838
FBgn0003676	3383
FBgn0003683	0
FBgn0003687	515
FBgn0003701	824
FBgn0003710	1269
FBgn0003714	915
FBgn0003716	5427
FBgn0003719	96
FBgn0003720	4
FBgn0003721	83077
FBgn0003731	7149
FBgn0003733	616
FBgn0003741	349
FBgn0003742	2197
FBgn0003744	4739
FBgn0003747	4
FBgn0003748	36653
FBgn0003751	23
FBgn0003861	32133
FBgn0003862	6360
FBgn0003863	130504
FBgn0003865	0
FBgn0003866	1132
FBgn0003867	3023
FBgn0003870	5475
FBgn0003882	1780
FBgn0003884	99160
FBgn0003885	16765
FBgn0003886	2096
FBgn0003888	6429
FBgn0003889	65196
FBgn0003890	7046
FBgn0003891	30808
FBgn0003892	1391
FBgn0003896	687
FBgn0003900	1141
FBgn0003916	2
FBgn0003920	4
FBgn0003922	3
FBgn0003923	0
FBgn0003926	0
FBgn0003930	53
FBgn0003931	3
FBgn0003933	0
FBgn0003934	6
FBgn0003935	33
FBgn0003936	3
FBgn0003938	4
FBgn0003941	29937
FBgn0003942	35256
FBgn0003943	38796
FBgn0003944	1373
FBgn0003950	583
FBgn0003961	2648
FBgn0003963	868
FBgn0003964	2906
FBgn0003965	2267
FBgn0003969	2351
FBgn0003975	1338
FBgn0003977	9247
FBgn0003978	379
FBgn0003979	1
FBgn0003980	9
FBgn0003983	0
FBgn0003984	919
FBgn0003996	1338
FBgn0003997	1130
FBgn0004003	3211
FBgn0004034	157
FBgn0004045	10
FBgn0004047	683
FBgn0004049	2823
FBgn0004050	2168
FBgn0004052	5
FBgn0004053	5
FBgn0004054	0
FBgn0004055	5985
FBgn0004057	6296
FBgn0004066	5958
FBgn0004087	455
FBgn0004101	1030
FBgn0004102	491
FBgn0004103	14459
FBgn0004106	464
FBgn0004107	203
FBgn0004108	1265
FBgn0004110	9
FBgn0004117	79472
FBgn0004118	874
FBgn0004132	1337
FBgn0004133	2614
FBgn0004143	10
FBgn0004167	20103
FBgn0004168	890
FBgn0004169	147726
FBgn0004170	1
FBgn0004171	16475
FBgn0004172	15
FBgn0004173	17535
FBgn0004174	12270
FBgn0004175	11764
FBgn0004177	17256
FBgn0004179	8932
FBgn0004181	356681
FBgn0004183	0
FBgn0004185	0
FBgn0004186	5
FBgn0004187	18
FBgn0004188	9
FBgn0004189	2
FBgn0004190	0
FBgn0004191	34
FBgn0004192	0
FBgn0004197	1470
FBgn0004198	3441
FBgn0004227	4345
FBgn0004228	1286
FBgn0004237	7016
FBgn0004240	62
FBgn0004242	15939
FBgn0004244	5726
FBgn0004359	1660
FBgn0004360	407
FBgn0004362	2674
FBgn0004363	73907
FBgn0004364	3797
FBgn0004367	531
FBgn0004368	3922
FBgn0004369	4123
FBgn0004370	6911
FBgn0004372	675
FBgn0004373	10840
FBgn0004374	3140
FBgn0004378	516
FBgn0004379	2758
FBgn0004380	2744
FBgn0004381	1832
FBgn0004387	5796
FBgn0004389	3
FBgn0004390	2246
FBgn0004391	1703
FBgn0004394	173
FBgn0004395	2655
FBgn0004396	3183
FBgn0004397	6927
FBgn0004400	32
FBgn0004401	12022
FBgn0004403	26312
FBgn0004404	9525
FBgn0004406	925
FBgn0004407	0
FBgn0004414	17573
FBgn0004419	6999
FBgn0004425	474
FBgn0004426	1454
FBgn0004427	5620
FBgn0004428	19
FBgn0004429	1198
FBgn0004430	2
FBgn0004431	69
FBgn0004432	38731
FBgn0004435	2052
FBgn0004436	12186
FBgn0004449	10723
FBgn0004456	4505
FBgn0004463	963
FBgn0004465	2667
FBgn0004507	86939
FBgn0004509	7613
FBgn0004510	761
FBgn0004511	5
FBgn0004512	13722
FBgn0004513	2369
FBgn0004514	368
